Category,ID,Latitude,Longitude,Date,MODIS_Tile,MOD11A2_061_Line_Y_1km,MOD11A2_061_Sample_X_1km,MOD11A2_061_LST_Day_1km,MOD11A2_061_QC_Day,MOD11A2_061_QC_Day_bitmask,MOD11A2_061_QC_Day_MODLAND,MOD11A2_061_QC_Day_MODLAND_Description,MOD11A2_061_QC_Day_Data_Quality_flag,MOD11A2_061_QC_Day_Data_Quality_flag_Description,MOD11A2_061_QC_Day_Emis_Error_flag,MOD11A2_061_QC_Day_Emis_Error_flag_Description,MOD11A2_061_QC_Day_LST_Error_Flag,MOD11A2_061_QC_Day_LST_Error_Flag_Description
Lavoura,MTAgro,-12.5564,-55.7224,2021-03-30,h12v10,306.0,673.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2021-04-07,h12v10,306.0,673.0,309.08,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Lavoura,MTAgro,-12.5564,-55.7224,2021-04-15,h12v10,306.0,673.0,308.3,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Lavoura,MTAgro,-12.5564,-55.7224,2021-04-23,h12v10,306.0,673.0,306.24,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2021-05-01,h12v10,306.0,673.0,308.84,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2021-05-09,h12v10,306.0,673.0,308.86,17.0,0b00010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2021-05-17,h12v10,306.0,673.0,309.0,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2021-05-25,h12v10,306.0,673.0,309.5,17.0,0b00010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2021-06-02,h12v10,306.0,673.0,308.72,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2021-06-10,h12v10,306.0,673.0,308.26,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2021-06-18,h12v10,306.0,673.0,308.86,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2021-06-26,h12v10,306.0,673.0,306.3,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2021-07-04,h12v10,306.0,673.0,308.02,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2021-07-12,h12v10,306.0,673.0,309.2,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2021-07-20,h12v10,306.0,673.0,308.56,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2021-07-28,h12v10,306.0,673.0,308.4,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Lavoura,MTAgro,-12.5564,-55.7224,2021-08-05,h12v10,306.0,673.0,310.2,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2021-08-13,h12v10,306.0,673.0,312.6,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2021-08-21,h12v10,306.0,673.0,312.46,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2021-08-29,h12v10,306.0,673.0,312.66,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Lavoura,MTAgro,-12.5564,-55.7224,2021-09-06,h12v10,306.0,673.0,311.46,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Lavoura,MTAgro,-12.5564,-55.7224,2021-09-14,h12v10,306.0,673.0,314.32,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2021-09-22,h12v10,306.0,673.0,312.34,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2021-09-30,h12v10,306.0,673.0,314.62,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2021-10-08,h12v10,306.0,673.0,314.48,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2021-10-16,h12v10,306.0,673.0,312.96,17.0,0b00010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2021-10-24,h12v10,306.0,673.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2021-11-01,h12v10,306.0,673.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2021-11-09,h12v10,306.0,673.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2021-11-17,h12v10,306.0,673.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2021-11-25,h12v10,306.0,673.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2021-12-03,h12v10,306.0,673.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2021-12-11,h12v10,306.0,673.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2021-12-19,h12v10,306.0,673.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2021-12-27,h12v10,306.0,673.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-01-01,h12v10,306.0,673.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-01-09,h12v10,306.0,673.0,308.5,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Lavoura,MTAgro,-12.5564,-55.7224,2022-01-17,h12v10,306.0,673.0,315.12,17.0,0b00010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-01-25,h12v10,306.0,673.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-02-02,h12v10,306.0,673.0,311.16,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Lavoura,MTAgro,-12.5564,-55.7224,2022-02-10,h12v10,306.0,673.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-02-18,h12v10,306.0,673.0,312.0,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Lavoura,MTAgro,-12.5564,-55.7224,2022-02-26,h12v10,306.0,673.0,308.82,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Lavoura,MTAgro,-12.5564,-55.7224,2022-03-06,h12v10,306.0,673.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-03-14,h12v10,306.0,673.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-03-22,h12v10,306.0,673.0,306.66,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Lavoura,MTAgro,-12.5564,-55.7224,2022-03-30,h12v10,306.0,673.0,309.3,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Lavoura,MTAgro,-12.5564,-55.7224,2022-04-07,h12v10,306.0,673.0,309.2,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Lavoura,MTAgro,-12.5564,-55.7224,2022-04-15,h12v10,306.0,673.0,306.84,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-04-23,h12v10,306.0,673.0,309.7,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-05-01,h12v10,306.0,673.0,308.74,17.0,0b00010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-05-09,h12v10,306.0,673.0,309.18,17.0,0b00010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-05-17,h12v10,306.0,673.0,307.64,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-05-25,h12v10,306.0,673.0,308.94,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-06-02,h12v10,306.0,673.0,307.88,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-06-10,h12v10,306.0,673.0,308.84,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-06-18,h12v10,306.0,673.0,307.72,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-06-26,h12v10,306.0,673.0,308.2,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-07-04,h12v10,306.0,673.0,308.0,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-07-12,h12v10,306.0,673.0,309.56,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-07-20,h12v10,306.0,673.0,309.42,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-07-28,h12v10,306.0,673.0,310.46,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-08-05,h12v10,306.0,673.0,309.9,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-08-13,h12v10,306.0,673.0,309.58,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-08-21,h12v10,306.0,673.0,309.76,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-08-29,h12v10,306.0,673.0,311.48,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-09-06,h12v10,306.0,673.0,311.96,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-09-14,h12v10,306.0,673.0,312.02,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-09-22,h12v10,306.0,673.0,311.4,17.0,0b00010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-09-30,h12v10,306.0,673.0,310.34,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-10-08,h12v10,306.0,673.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-10-24,h12v10,306.0,673.0,313.54,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Lavoura,MTAgro,-12.5564,-55.7224,2022-11-01,h12v10,306.0,673.0,312.06,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-11-09,h12v10,306.0,673.0,314.86,17.0,0b00010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-11-17,h12v10,306.0,673.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-11-25,h12v10,306.0,673.0,310.68,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Lavoura,MTAgro,-12.5564,-55.7224,2022-12-03,h12v10,306.0,673.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-12-11,h12v10,306.0,673.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-12-19,h12v10,306.0,673.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2022-12-27,h12v10,306.0,673.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2023-01-01,h12v10,306.0,673.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2023-01-09,h12v10,306.0,673.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2023-01-17,h12v10,306.0,673.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2023-01-25,h12v10,306.0,673.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2023-02-02,h12v10,306.0,673.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2023-02-10,h12v10,306.0,673.0,310.94,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Lavoura,MTAgro,-12.5564,-55.7224,2023-02-18,h12v10,306.0,673.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2023-02-26,h12v10,306.0,673.0,308.64,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Lavoura,MTAgro,-12.5564,-55.7224,2023-03-06,h12v10,306.0,673.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2023-03-14,h12v10,306.0,673.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2023-03-22,h12v10,306.0,673.0,308.34,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Lavoura,MTAgro,-12.5564,-55.7224,2023-03-30,h12v10,306.0,673.0,308.12,81.0,0b01010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b01,Average LST error <= 2K
Lavoura,MTAgro,-12.5564,-55.7224,2023-04-07,h12v10,306.0,673.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2023-04-15,h12v10,306.0,673.0,310.04,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2023-04-23,h12v10,306.0,673.0,307.04,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
Lavoura,MTAgro,-12.5564,-55.7224,2023-05-01,h12v10,306.0,673.0,308.42,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2023-05-09,h12v10,306.0,673.0,307.8,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2023-05-17,h12v10,306.0,673.0,308.42,17.0,0b00010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2023-05-25,h12v10,306.0,673.0,308.04,17.0,0b00010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2023-06-02,h12v10,306.0,673.0,306.72,17.0,0b00010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2023-06-10,h12v10,306.0,673.0,305.22,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2023-06-18,h12v10,306.0,673.0,305.38,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2023-06-26,h12v10,306.0,673.0,305.96,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2023-07-04,h12v10,306.0,673.0,307.0,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2023-07-12,h12v10,306.0,673.0,307.02,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2023-07-20,h12v10,306.0,673.0,307.6,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2023-07-28,h12v10,306.0,673.0,309.8,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
Lavoura,MTAgro,-12.5564,-55.7224,2023-08-05,h12v10,306.0,673.0,311.52,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
